Fund profile: Fund net assets,Fossil Free Funds: Fossil fuel grade (Number Count),"Fossil Free Funds: Fossil fuel holdings, weight","Fossil Free Funds: Coal industry, weight","Fossil Free Funds: Oil / gas industry, weight","Fossil Free Funds: Fossil-fired utilities, weight",Fossil Free Funds: Fossil fuel finance fund score,"Fossil Free Funds: Fossil fuel finance holdings, weight",Fossil Free Funds: Fossil fuel insurance fund score,"Fossil Free Funds: Fossil fuel insurance holdings, weight","Fossil Free Funds: Clean200, weight","Deforestation Free Funds: Deforestation-risk producer, weight","Deforestation Free Funds: Deforestation-risk financier, weight","Deforestation Free Funds: Deforestation-risk consumer brand, weight",esg_score,grade
51194261605,4,0.069,0.01,0.059,0,48.5,0.122,7.4,0.013,0.179,0.01,0.062,0.037,25.31,3
1.13E+11,4,0.069,0.03,0.069,0.015,29.5,0.048,0,0,0.17,0,0.005,0.054,22.36,3
1133379174,2,0.009,0.001,0.008,0.005,14,0.024,5.2,0.006,0.349,0.001,0.037,0.125,20.44,3
783241468,3,0.034,0,0.033,0.005,21,0.091,22.8,0.027,0.136,0.014,0.068,0.091,21.9,3
35252858,2,0.012,0,0.012,0.012,0,0,23.9,0.036,0.243,0,0,0,23.89,3
67353166,6,0.159,0.018,0.141,0.057,36.2,0.079,0,0,0.096,0.02,0.04,0.059,24.91,3
55679516,4,0.062,0,0.062,0.02,18.6,0.02,0,0,0.116,0,0.02,0.078,28.57,3
3165628341,3,0.03,0.013,0.017,0.009,13.6,0.049,0,0,0.131,0,0.033,0,24.54,3
114486830,4,0.076,0,0.061,0.027,0,0,0,0,0,0,0,0,29.31,3
61577811,4,0.073,0.008,0.065,0.005,24,0.055,0,0,0.176,0,0.054,0.112,25.64,3
254547061,3,0.047,0,0.047,0,0,0,0,0,0.012,0,0,0.025,24.03,3
272758608,3,0.053,0,0.053,0,0,0,0,0,0,0,0,0.005,31.83,4
968942294,3,0.02,0,0.02,0,0,0,0,0,0.004,0,0,0,30.38,4
56091533,3,0.029,0,0.029,0,0,0,0,0,0.012,0,0,0.012,26.26,3
124111765,3,0.04,0,0.04,0,8.3,0.041,0,0,0.134,0,0.036,0.007,26.22,3
183721966,2,0.026,0,0.026,0,0,0,0,0,0.114,0,0,0.111,19.6,2
148735574,4,0.068,0.012,0.063,0.007,34.9,0.139,44.4,0.058,0.152,0.012,0.072,0.035,26.73,3
174029614,6,0.141,0.011,0.106,0.055,34.9,0.055,52.8,0.058,0.112,0.007,0.058,0.088,23.77,3
48642150,3,0.041,0,0.041,0.019,0,0,0,0,0.06,0,0,0,18.74,2
74327757,2,0.025,0,0.025,0,0,0,0,0,0,0,0,0,26.93,3
95167807,6,0.119,0.019,0.073,0.042,0,0,3.1,0.005,0.003,0,0,0,28.24,3
76698654,6,0.8,0.106,0.675,0.284,0,0,0,0,0.016,0,0,0.015,31.08,4
255186068,1,0,0,0,0,0,0,0,0,0.079,0,0,0,18.89,2
25865236,6,0.094,0,0.094,0,0,0,0,0,0.025,0,0,0,27.77,3
14564704730,1,0,0,0,0,0,0,0,0,0.004,0,0,0.022,23.41,3
783605459,1,0,0,0,0,0,0,0,0,0.083,0,0,0.066,21.95,3
1119721242,3,0.016,0,0.016,0,0,0,0,0,0.145,0,0,0.046,21.8,3
37802313,3,0.033,0.014,0.033,0.014,25.3,0.151,0,0,0.035,0,0,0,22.9,3
907525961,4,0.079,0,0.079,0.016,4.7,0.019,0,0,0.159,0.022,0.033,0.121,21.62,3
1351475080,6,0.1,0.024,0.085,0.045,0.1,0.001,0,0,0.032,0.007,0.012,0.008,27.43,3
120865048,1,0,0,0,0,0,0,0,0,0.316,0,0,0.124,21.22,3
238725348,4,0.086,0,0.056,0.059,51.5,0.071,54.5,0.065,0.157,0,0.03,0.124,25.39,3
683541074,4,0.085,0.003,0.046,0.041,27.4,0.088,27.1,0.033,0.147,0,0.033,0.1,22,3
263736689,6,0.106,0.052,0.054,0.052,0,0,0,0,0.067,0,0,0,26.56,3
420623060,1,0,0,0,0,0,0,0,0,0.321,0,0,0.145,20.91,3
15172346,3,0.024,0,0.024,0,0,0,0,0,0.002,0,0,0,23.24,3
1467818517,6,0.137,0.018,0.095,0.054,43.3,0.059,38.1,0.046,0.11,0,0.029,0.091,24.49,3
680494419,4,0.07,0.007,0.041,0.033,10,0.018,23.1,0.03,0.172,0,0.023,0.064,24.14,3
172716866,2,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0.019,26.19,3
742803911,3,0.028,0,0.028,0,0,0,0,0,0.253,0,0,0.08,21.27,3
6095911509,4,0.067,0,0.038,0.038,12.7,0.024,30.3,0.03,0.222,0,0.026,0.139,22.5,3
6095911509,4,0.067,0,0.038,0.038,12.7,0.024,30.3,0.03,0.222,0,0.026,0.139,22.5,3
6095911509,4,0.067,0,0.038,0.038,12.7,0.024,30.3,0.03,0.222,0,0.026,0.139,22.5,3
280696189,1,0,0,0,0,0,0,0,0,0.313,0,0,0.117,20.65,3
1020723743,6,0.101,0,0.093,0.051,29.9,0.065,14.1,0.016,0.085,0,0.049,0.105,24.06,3
796525806,4,0.055,0.002,0.041,0.03,12.9,0.027,15.6,0.016,0.159,0,0.023,0.103,23.21,3
210441726,2,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0.019,26.05,3
977766211,1,0,0,0,0,0,0,0,0,0.15,0,0,0.034,25.74,3
967711564,1,0,0,0,0,0,0,0,0,0.204,0,0,0.053,20.5,3
21549489,6,0.218,0.03,0.161,0.1,0,0,4.9,0.006,0.06,0.021,0,0.104,25.9,3
175538093,6,0.151,0.047,0.114,0.06,1.3,0.006,0.8,0.001,0.044,0.018,0.007,0.02,29.87,3
280327839,6,0.123,0.014,0.101,0.059,5.2,0.025,10.7,0.019,0.113,0.015,0.021,0.086,22.23,3
489544778,6,0.154,0.049,0.118,0.061,1.3,0.006,0.9,0.001,0.048,0.018,0.006,0.017,29.92,3
95511364,6,0.133,0,0.133,0.059,56.1,0.085,0,0,0.144,0,0.082,0.24,24.73,3
18844590786,3,0.049,0,0.049,0,0,0,0,0,0.054,0,0,0.033,19.52,2
50927462,1,0,0,0,0,0,0,0,0,0,0,0,0,28.65,3
900064711,3,0.028,0,0.028,0,0,0,0,0,0,0,0,0,30.63,4
22008523,3,0.053,0,0.053,0,0,0,0,0,0.252,0,0,0.087,24.97,3
24933253,3,0.013,0,0.013,0,0,0,0,0,0.05,0,0,0.031,26.4,3
916216140,6,0.095,0.023,0.083,0.029,24.2,0.084,19.6,0.032,0.094,0.015,0.068,0.082,22.62,3
642178950,4,0.087,0.004,0.065,0.037,19.4,0.031,14.7,0.017,0.193,0.001,0.026,0.087,23.99,3
1302969763,3,0.053,0.015,0.042,0.017,5.9,0.039,11.7,0.012,0.128,0.003,0.018,0.004,25.54,3
513853717,2,0.022,0,0.022,0.009,1.1,0.013,17.5,0.023,0.121,0,0.013,0.057,19.94,2
2378457839,6,0.106,0.028,0.087,0.031,27.5,0.096,21.5,0.034,0.124,0.015,0.078,0.109,22.27,3
1220769521,4,0.084,0.02,0.072,0.022,21.2,0.093,13.6,0.022,0.092,0.017,0.055,0.064,22.42,3
1535396087,3,0.027,0,0.023,0.005,2.9,0.007,4.8,0.005,0.243,0,0,0.135,20.63,3
1550961779,6,0.143,0.009,0.137,0.054,51.2,0.076,30.1,0.038,0.1,0.012,0.058,0.093,24.65,3
810667831,3,0.046,0.006,0.035,0.017,7.8,0.019,8.4,0.01,0.085,0.003,0.015,0.045,23.27,3
1554331242,3,0.054,0.007,0.042,0.02,9.3,0.023,10,0.012,0.1,0.004,0.018,0.053,23.25,3
606793241,4,0.063,0.008,0.049,0.023,10.6,0.027,11.5,0.014,0.115,0.004,0.021,0.061,23.24,3
1117848845,4,0.068,0.009,0.053,0.025,11.5,0.03,12.5,0.016,0.123,0.005,0.023,0.066,23.25,3
432996322,4,0.071,0.01,0.055,0.026,12.1,0.032,13,0.016,0.128,0.005,0.025,0.068,23.27,3
595824329,4,0.073,0.01,0.056,0.027,12.2,0.033,13.2,0.017,0.13,0.005,0.025,0.069,23.29,3
95752881,4,0.073,0.011,0.057,0.027,12.3,0.033,13.3,0.017,0.13,0.005,0.026,0.068,23.32,3
760951702,6,0.126,0.006,0.081,0.061,0,0,9.6,0.012,0.033,0.009,0,0.059,24.66,3
786834347,1,0,0,0,0,0,0,0,0,0.086,0,0,0,15.55,2
6365928844,4,0.079,0.006,0.052,0.039,14.1,0.024,21,0.022,0.271,0.002,0.025,0.116,21.78,3
1658837684,4,0.07,0.009,0.054,0.019,0,0,0,0,0.013,0,0,0.024,25.03,3
1172463862,4,0.064,0.013,0.045,0.016,0,0,0,0,0.001,0,0,0.012,28.05,3
136372966,3,0.013,0,0.013,0,0,0,0,0,0.006,0,0,0,27.75,3
473146432,6,0.132,0.015,0.09,0.044,0,0,0.7,0.001,0.005,0,0,0.003,27.95,3
1752926989,3,0.055,0,0.055,0,0,0,2.6,0.004,0.027,0,0,0.045,24.65,3
38870246,3,0.03,0.019,0.011,0.019,0,0,0,0,0.054,0.008,0,0.015,24.47,3
309157651,6,0.133,0.027,0.133,0,35.8,0.093,30.6,0.036,0.099,0,0,0.112,24.18,3
84071926,4,0.07,0.036,0.015,0.06,0,0,0,0,0.047,0.039,0,0.013,26.81,3
230926827,3,0.048,0,0.048,0,0,0,0,0,0,0,0,0,33.08,4
114496412,6,0.273,0.003,0.213,0.125,8.6,0.046,0,0,0.109,0,0.036,0.059,27.1,3
135782128,6,0.103,0,0.103,0,6.7,0.015,0,0,0.064,0,0,0.101,26.21,3
381241841,6,0.125,0.013,0.096,0.056,0,0,0,0,0.029,0.013,0,0,22.07,3
1049246339,6,0.222,0.024,0.177,0.1,0,0,0,0,0.05,0.021,0,0,21.75,3
112485391,1,0,0,0,0,0,0,0,0,0,0,0,0,22.87,3
2926098455,4,0.077,0.018,0.059,0.018,0,0,0,0,0.049,0,0,0.02,23.02,3
1294113174,1,0,0,0,0,0,0,0,0,0,0,0,0,35.74,4
31797403,1,0,0,0,0,0,0,0,0,0.08,0,0,0.092,24.73,3
63379957,6,0.104,0.024,0.08,0.047,0,0,0,0,0.214,0,0,0.046,20.49,3
735868917,1,0,0,0,0,0,0,0,0,0.126,0,0,0,21.68,3
406067928,3,0.039,0,0,0.039,0,0,0,0,0,0,0,0,24.73,3
1727981695,4,0.09,0,0.077,0.013,0,0,12.9,0.013,0.033,0,0,0,22.51,3
2197776244,1,0,0,0,0,0,0,0,0,0,0,0,0.08,23.75,3
4454846636,2,0.023,0,0.023,0,1.7,0.025,0,0,0.014,0,0.012,0.053,21.87,3
66393297,3,0.039,0,0.039,0,2.9,0.044,0,0,0.025,0,0.02,0.092,21.79,3
1499635279,6,0.095,0.031,0.012,0.052,0,0,52.3,0.052,0.07,0,0,0.149,21.27,3
10387111570,3,0.022,0.009,0.012,0.001,31.3,0.037,0,0,0.083,0.02,0.025,0.017,26.12,3
815726441,4,0.087,0,0.003,0.084,0,0,0,0,0.009,0,0,0.003,26.35,3
48591089,3,0.049,0,0,0.049,0,0,49.2,0.049,0.135,0,0.045,0.086,22.01,3
212395331,6,0.328,0.004,0.327,0.002,0,0,0,0,0,0,0,0,29.84,3
1100131030,6,0.094,0,0.094,0,0,0,0,0,0,0,0,0,25.66,3
156094065,6,0.106,0.052,0.074,0.061,0,0,8.8,0.015,0.009,0,0,0.01,29.83,3
719880105,6,0.204,0.021,0.169,0.1,40.5,0.055,34.5,0.034,0.123,0,0.055,0.073,25.25,3
94031002,6,0.196,0,0.128,0.171,1.9,0.04,43.5,0.088,0.133,0.048,0,0.167,20.82,3
468760709,2,0.018,0,0.018,0,12.9,0.018,0,0,0.129,0,0.018,0.039,23.06,3
1314893685,6,0.097,0.024,0.075,0.037,57.2,0.14,16.2,0.033,0.171,0.003,0.104,0.029,21.51,3
274349905,4,0.068,0.017,0.046,0.006,0,0,16.3,0.02,0.034,0,0,0.01,21.68,3
704985976,6,0.281,0.017,0.247,0.142,16.8,0.056,40.8,0.074,0.168,0.027,0,0.128,21.29,3
4325187829,3,0.047,0.008,0.045,0.02,0,0,0,0,0.066,0,0.003,0.046,27.61,3
1126127836,2,0.009,0,0.009,0.009,0,0,0,0,0.256,0,0.006,0.163,22.45,3
3034232763,3,0.044,0.005,0.04,0.005,0,0,0,0,0.01,0,0,0,28.56,3
1594014357,3,0.055,0.002,0.048,0.015,6,0.014,14,0.016,0.192,0,0.017,0.077,21.96,3
2310662942,2,0,0,0,0,9.3,0.022,0,0,0.294,0,0.013,0.093,20.32,3
1518956839,6,0.119,0.01,0.086,0.047,7.4,0.017,39.5,0.044,0.106,0,0.036,0.085,22.94,3
2763356279,3,0.052,0.005,0.048,0.014,0,0,0,0,0.027,0,0,0.038,21.86,3
1272964321,3,0.055,0.025,0.024,0.023,0,0,0,0,0.013,0,0,0.02,28.84,3
446920167,3,0.024,0.003,0.021,0.002,0,0,0,0,0.002,0,0,0.016,28.75,3
229680398,4,0.08,0.005,0.052,0.041,13.5,0.023,23.4,0.024,0.225,0.002,0.024,0.109,22.03,3
277397608,4,0.066,0.01,0.048,0.021,0,0,0,0,0.013,0,0,0.017,25.19,3
92060115,4,0.059,0.019,0.041,0.019,0,0,0,0,0.015,0,0,0.019,24,3
8431375538,6,0.329,0.031,0.299,0.178,32.4,0.118,8.2,0.018,0.116,0,0.01,0.058,25.13,3
4270074,2,0.021,0,0.021,0,0,0,0,0,0.013,0,0,0,26.22,3
5.98E+11,4,0.089,0.006,0.058,0.045,14.2,0.024,25.6,0.026,0.247,0.002,0.026,0.118,22.05,3
1390765934,1,0,0,0,0,0,0,0,0,0.309,0,0,0,30.56,4
4752874480,6,0.145,0.001,0.143,0.013,70.6,0.112,2.1,0.002,0.175,0,0.039,0.054,24.46,3
432069683,1,0,0,0,0,0,0,0,0,0.133,0,0,0.524,20.93,3
1385635915,4,0.081,0.007,0.081,0.009,19.7,0.091,38.2,0.062,0.086,0.009,0.025,0.082,20.2,3
3323036345,4,0.064,0.002,0.056,0.009,17.3,0.035,9,0.009,0.195,0.008,0.014,0.099,22.78,3
1690922213,6,0.186,0.017,0.168,0.032,40.6,0.055,6.5,0.007,0.177,0,0.027,0.019,21.85,3
437260977,2,0.014,0,0.009,0.005,0,0,11,0.012,0.119,0,0.006,0,24.3,3
1074566585,6,0.992,0.056,0.968,0.024,0,0,0,0,0,0,0,0,34.82,4
10757018692,3,0.031,0.003,0.031,0,1.1,0.003,0,0,0.168,0.007,0.003,0.142,23.04,3
1874582325,6,0.162,0.016,0.117,0.068,36,0.072,33.3,0.036,0.108,0,0.016,0.117,24.42,3
211075237,6,0.169,0.011,0.098,0.082,36.2,0.063,91.2,0.097,0.093,0.003,0.056,0.094,23.1,3
644142964,2,0.016,0,0.016,0,124.8,0.184,29.1,0.031,0,0,0.106,0,25.46,3
7712994538,4,0.057,0.026,0.048,0,3.1,0.017,0,0,0.087,0,0.01,0,27.13,3
2844604902,3,0.052,0.006,0.039,0.014,14,0.032,14.7,0.018,0.065,0.002,0.015,0.038,23.91,3
2760869485,4,0.061,0.008,0.046,0.016,16.4,0.038,17.2,0.021,0.076,0.003,0.018,0.044,23.7,3
2593455289,4,0.075,0.009,0.056,0.019,20.2,0.046,21.2,0.026,0.094,0.004,0.022,0.055,23.58,3
1924609299,4,0.081,0.01,0.062,0.021,22.1,0.051,23.1,0.028,0.102,0.004,0.024,0.06,23.58,3
1729247148,4,0.081,0.01,0.062,0.021,22.1,0.051,23.2,0.028,0.102,0.004,0.024,0.06,23.58,3
1200988391,4,0.081,0.01,0.062,0.021,22.1,0.051,23.2,0.028,0.102,0.004,0.024,0.06,23.58,3
672388833,4,0.081,0.01,0.062,0.021,22.1,0.051,23.2,0.028,0.103,0.004,0.024,0.06,23.57,3
209437974,4,0.082,0.01,0.062,0.021,22.2,0.051,23.2,0.028,0.103,0.004,0.024,0.06,23.55,3
139255186,3,0.041,0.012,0.041,0,0,0,0,0,0.111,0,0.027,0.073,20.35,3
5510996,1,0,0,0,0,0,0,0,0,0.06,0,0,0,16.25,2
22132017706,3,0.016,0.002,0.006,0.016,0,0,0,0,0.305,0,0,0.071,22.8,3
3738054323,1,0,0,0,0,0,0,0,0,0.009,0,0,0.008,26.88,3
614926961,4,0.056,0.003,0.053,0,0,0,0,0,0.089,0,0,0.024,28.37,3
9378369519,4,0.062,0,0.062,0,8.4,0.017,37.7,0.053,0.178,0,0,0.065,20.14,3
1505192827,6,0.143,0.001,0.141,0.013,69.7,0.11,2,0.002,0.174,0,0.039,0.053,24.52,3
1425535562,4,0.082,0.02,0.064,0.025,0,0,2.8,0.003,0.005,0.008,0,0.034,24.06,3
20107574692,6,0.094,0.005,0.02,0.074,15.3,0.023,71.2,0.072,0.156,0,0.018,0.079,21.93,3
393506940,2,0.023,0,0.023,0,8,0.069,37.6,0.058,0.092,0,0.016,0.065,19.92,2
196625136,1,0,0,0,0,0,0,0,0,0.079,0,0,0,15.36,2
2449952285,1,0,0,0,0,0,0,0,0,0.175,0,0,0,20.65,3
1191775357,3,0.031,0.003,0.031,0,1.1,0.002,0,0,0.169,0.007,0.002,0.144,23.02,3
817263860,3,0.013,0.002,0.006,0.013,0,0,0,0,0.291,0,0,0.092,22.9,3
4044287,4,0.085,0.005,0.057,0.028,0,0,0,0,0.014,0,0,0,26.13,3
1954127105,4,0.086,0.006,0.058,0.028,0,0,0,0,0.014,0,0,0,26.06,3
6662942178,4,0.069,0.008,0.057,0.027,19.8,0.033,14.2,0.016,0.259,0.003,0.019,0.103,22.99,3
2337610781,4,0.07,0.013,0.049,0.023,0,0,0,0,0.002,0,0,0.029,24.64,3
6145788403,1,0,0,0,0,0,0,0,0,0.339,0,0,0,18.12,2
1187410325,6,0.917,0.21,0.597,0.904,0,0,0,0,0.002,0,0,0,32.61,4
333121249,6,0.174,0.021,0.121,0.072,2.9,0.006,9.6,0.011,0.026,0.015,0.002,0.032,24.84,3
29138151,6,0.185,0.014,0.137,0.059,65.1,0.115,93.6,0.101,0.061,0,0.071,0.072,22.06,3
1838047748,6,0.138,0.024,0.087,0.075,2.7,0.006,9.4,0.011,0.029,0.021,0,0.038,24.01,3
38277286,1,0,0,0,0,0,0,0,0,0.021,0.143,0,0.13,30.68,4
6935510038,3,0.041,0.005,0.034,0.012,12.9,0.033,8.7,0.011,0.12,0.003,0.015,0.052,23.32,3
4654310594,3,0.047,0.006,0.039,0.014,14.6,0.039,10.1,0.013,0.136,0.003,0.017,0.058,23.12,3
9115575531,3,0.043,0.005,0.033,0.017,11.8,0.02,7.4,0.008,0.144,0.001,0.014,0.068,23.49,3
2154040033,3,0.04,0.005,0.032,0.016,14.4,0.024,8,0.009,0.17,0.001,0.015,0.069,23.36,3
14669622702,3,0.009,0.001,0.008,0.001,4,0.007,0.4,0,0.223,0,0.003,0.122,21.92,3
618417167,6,0.188,0.014,0.138,0.06,66.1,0.117,94.5,0.102,0.063,0,0.073,0.073,22.04,3
910474004,6,0.196,0,0.196,0,71.3,0.142,0,0,0.103,0,0,0.051,20.49,3
6235936602,3,0.047,0.003,0.047,0,5.3,0.012,0,0,0.15,0.009,0.023,0.09,23.31,3
1175173307,2,0.004,0,0.004,0,12,0.051,5,0.005,0.213,0,0.016,0.014,25.04,3
1.45E+11,6,0.132,0.002,0.022,0.111,12.9,0.02,109.8,0.111,0.139,0.001,0.025,0.089,21.59,3
1844038879,3,0.022,0.002,0.018,0.004,17.8,0.024,1.7,0.002,0.205,0,0.034,0.078,21.11,3
11319141254,4,0.081,0.007,0.081,0.009,19.7,0.091,38.3,0.062,0.086,0.009,0.025,0.081,20.21,3
4278801932,4,0.082,0.007,0.082,0.009,19.7,0.091,38.4,0.062,0.086,0.009,0.025,0.082,20.2,3
7027626182,6,0.187,0.017,0.168,0.033,41.3,0.056,6.5,0.007,0.175,0,0.028,0.019,21.87,3
989013059,4,0.063,0.01,0.031,0.032,0,0,0,0,0.001,0.023,0,0.023,27.63,3
8487533948,6,0.097,0.037,0.068,0.038,8.2,0.038,6.7,0.007,0.12,0.01,0.021,0.01,26.89,3
13075123,3,0.025,0,0.025,0,6.4,0.011,12.1,0.014,0.096,0,0.023,0.092,22.11,3
483048989,6,0.098,0.021,0.074,0.054,0,0,0,0,0.345,0,0,0,26.85,3
5746196265,6,0.162,0.015,0.117,0.068,36,0.072,33.7,0.037,0.11,0,0.016,0.118,24.4,3
8968956546,6,0.145,0.015,0.121,0.056,31.9,0.058,39.3,0.044,0.158,0,0.055,0.13,23.92,3
245024701,6,0.145,0.016,0.121,0.056,32,0.058,39.2,0.044,0.157,0,0.055,0.129,23.91,3
36546247155,4,0.062,0.007,0.048,0.015,0,0,0.7,0.001,0.007,0,0,0.008,26.1,3
5595570364,4,0.088,0.006,0.057,0.045,14.1,0.024,25.3,0.026,0.244,0.002,0.026,0.117,22.05,3
44029994,3,0.047,0.006,0.036,0.012,11.4,0.029,11.8,0.015,0.068,0.002,0.015,0.037,23.85,3
74092619,3,0.053,0.007,0.041,0.014,12.8,0.032,13.3,0.017,0.077,0.002,0.017,0.042,23.65,3
76766762,4,0.062,0.008,0.048,0.017,15,0.037,15.6,0.019,0.091,0.003,0.019,0.049,23.47,3
66305348,4,0.078,0.01,0.059,0.021,18.8,0.046,19.5,0.024,0.114,0.003,0.024,0.062,23.37,3
67393871,4,0.085,0.011,0.065,0.023,20.8,0.051,21.6,0.027,0.126,0.004,0.027,0.069,23.37,3
53523144,4,0.085,0.011,0.065,0.023,20.8,0.051,21.6,0.027,0.126,0.004,0.027,0.069,23.37,3
36706187,4,0.085,0.011,0.065,0.023,20.8,0.051,21.6,0.027,0.126,0.004,0.027,0.069,23.37,3
20898977,4,0.085,0.011,0.065,0.023,20.8,0.051,21.6,0.027,0.126,0.004,0.027,0.069,23.37,3
11478027,4,0.085,0.011,0.065,0.023,20.8,0.051,21.6,0.027,0.126,0.004,0.027,0.069,23.37,3
2866660918,6,0.118,0.029,0.097,0.033,29.6,0.097,17.4,0.027,0.126,0.012,0.059,0.074,23.75,3
480138395,6,0.122,0.014,0.086,0.057,0,0,4.4,0.005,0.026,0.008,0,0.045,23.6,3
438454061,4,0.071,0.013,0.046,0.025,0,0,0,0,0.003,0,0,0.003,29.18,3
175106799,4,0.075,0,0.05,0.025,0,0,25.3,0.025,0.162,0,0,0.063,23.47,3
30307348963,3,0.051,0.006,0.038,0.013,13.9,0.032,14.5,0.018,0.068,0.002,0.015,0.038,23.76,3
27112783721,4,0.059,0.007,0.044,0.015,16.3,0.038,17,0.021,0.08,0.003,0.018,0.045,23.53,3
27520021652,4,0.072,0.009,0.054,0.019,20,0.046,20.9,0.025,0.098,0.003,0.022,0.056,23.39,3
20122466295,4,0.079,0.01,0.059,0.021,21.9,0.05,22.9,0.028,0.108,0.003,0.024,0.061,23.39,3
18124450834,4,0.079,0.01,0.059,0.021,21.9,0.05,22.9,0.028,0.108,0.003,0.024,0.061,23.39,3
11397451742,4,0.079,0.01,0.059,0.021,21.9,0.05,22.9,0.028,0.108,0.003,0.024,0.061,23.39,3
6021617938,4,0.079,0.01,0.059,0.021,21.9,0.05,22.9,0.028,0.108,0.003,0.024,0.061,23.39,3
1856901873,4,0.079,0.01,0.059,0.021,21.9,0.05,22.9,0.028,0.108,0.003,0.024,0.061,23.39,3
322409995,4,0.08,0.01,0.061,0.022,19.3,0.047,20.2,0.025,0.119,0.003,0.025,0.065,23.37,3
8196974122,3,0.042,0.011,0.023,0.018,23.2,0.033,9.6,0.01,0.245,0,0.009,0.088,20.33,3
876465954,6,0.435,0.088,0.347,0.036,0,0,0,0,0.012,0.13,0,0.19,33.1,4
11366983565,6,0.114,0.028,0.094,0.032,28.6,0.094,16.8,0.026,0.121,0.011,0.057,0.071,23.74,3
58366253405,3,0.005,0,0.005,0,3.2,0.005,0,0,0.264,0,0.004,0.12,22.32,3
17840578359,3,0.006,0,0.006,0,3.4,0.005,0,0,0.232,0,0.005,0.108,22.42,3
5647034171,3,0.031,0.003,0.031,0,1.1,0.002,0,0,0.17,0.007,0.002,0.144,23.02,3
3237607388,4,0.066,0.01,0.056,0.014,0,0,0,0,0.014,0,0,0.015,22.04,3
672605885,4,0.066,0.01,0.055,0.014,0,0,0,0,0.014,0,0,0.016,22.02,3
58037345,6,0.532,0.074,0.378,0.395,0,0,0,0,0.137,0,0,0,22.36,3
3617711598,4,0.062,0,0.062,0,8.4,0.017,37.7,0.053,0.178,0,0,0.065,20.15,3
1607084151,4,0.062,0,0.062,0,8.5,0.017,37.8,0.053,0.178,0,0,0.065,20.17,3
9903253901,4,0.06,0,0.06,0.015,30.7,0.113,25.8,0.041,0.1,0.015,0.043,0.069,21.74,3
522674330,4,0.059,0,0.059,0.015,30.5,0.113,25.5,0.041,0.099,0.015,0.043,0.068,21.72,3
6296433921,2,0.023,0,0.023,0,10,0.02,0,0,0.107,0,0,0.09,18.91,2
56323922801,6,0.106,0.025,0.089,0.031,30,0.106,23.6,0.038,0.124,0.013,0.081,0.104,22.31,3
292353288,1,0,0,0,0,0,0,0,0,0.013,0,0,0.003,17.92,2
4701558036,4,0.069,0.008,0.066,0.008,0,0,0,0,0.004,0.004,0,0.004,25.91,3
1335654973,3,0.011,0.003,0.008,0,0,0,0,0,0,0,0,0,25.34,3
476237572,4,0.079,0.008,0.072,0.026,26.4,0.079,22.9,0.034,0.133,0.01,0.049,0.078,21.93,3
683124035,3,0.047,0,0.047,0.017,44.5,0.086,24.7,0.029,0.033,0.017,0.086,0.006,23.96,3
403002957,6,0.091,0.013,0.08,0.033,0,0,32.8,0.039,0,0.01,0,0.014,26.42,3
30451453736,3,0.013,0.002,0.011,0.002,0.9,0.002,0.1,0,0.372,0,0,0.121,20.69,3
5080395293,6,0.143,0.001,0.141,0.013,69.5,0.109,1.8,0.002,0.173,0,0.039,0.052,24.5,3
59973486,6,0.146,0.001,0.144,0.013,71.1,0.111,2.2,0.002,0.178,0,0.039,0.052,24.48,3
10909622608,6,0.165,0.011,0.107,0.085,26.1,0.043,49.4,0.051,0.067,0.004,0.049,0.099,24.01,3
1144880849,6,0.129,0.046,0.044,0.085,0,0,0,0,0.069,0,0,0.041,23.44,3
3807821977,6,0.114,0.008,0.092,0.026,18.3,0.028,2.8,0.003,0.006,0.007,0.005,0.024,21.75,3
299911451,2,0.025,0,0.025,0,0,0,0,0,0.162,0,0,0.076,20.07,3
3540053006,6,0.131,0,0.131,0.011,69.6,0.107,0,0,0.204,0,0.048,0.061,24.55,3
1962072476,4,0.075,0.014,0.061,0.017,0,0,0.9,0.001,0.013,0,0,0.035,22.28,3
37635650877,6,0.121,0.014,0.085,0.057,0,0,4.4,0.005,0.026,0.008,0,0.045,23.6,3
1754238023,6,0.14,0.012,0.085,0.078,0,0,18.1,0.021,0.028,0.018,0,0.036,23.33,3
31131257,6,0.127,0.01,0.078,0.07,0,0,16.4,0.019,0.025,0.016,0,0.033,23.34,3
6857224785,4,0.078,0.014,0.068,0.024,0,0,4.7,0.005,0.024,0.003,0,0.022,25.66,3
1032039818,4,0.078,0.015,0.068,0.024,0,0,4.3,0.005,0.025,0.003,0,0.022,25.66,3
8167932534,4,0.076,0.013,0.056,0.03,13.7,0.039,16.4,0.02,0.139,0.005,0.032,0.073,22.71,3
16744019872,3,0.019,0.005,0.011,0.009,0,0,0,0,0.385,0,0,0.107,22.14,3
603263128,6,0.73,0,0.73,0,0,0,0,0,0.008,0.02,0,0.101,30.77,4
4622480641,4,0.057,0.004,0.05,0.008,23.2,0.037,8.9,0.009,0.201,0.005,0.03,0.081,26.17,3
314597781,4,0.066,0,0.054,0.012,2.4,0.052,0,0,0.048,0.008,0,0.008,22.33,3
2459847269,3,0.018,0,0.016,0.002,0,0,0,0,0.407,0,0,0.11,21.6,3
